sgan,type,suburb,size,length,critical,environment,laid date,block number,trunk,source
11295212,PVC,RIDDELLS CREEK,150,0.012351836000000001,4,1,20030101,1,1,RIDDELLS CREEK
11295214,PVC,RIDDELLS CREEK,150,0.048336405,4,1,20030101,1,1,RIDDELLS CREEK
11295216,PVC,RIDDELLS CREEK,150,0.036905957999999996,4,1,20030101,1,1,RIDDELLS CREEK
11295218,PVC,RIDDELLS CREEK,150,0.028079815,4,1,20030101,1,1,RIDDELLS CREEK
11295220,PVC,RIDDELLS CREEK,150,0.022215287,4,1,20030101,1,1,RIDDELLS CREEK
11295222,PVC,RIDDELLS CREEK,150,0.016096866,4,1,20030101,1,1,RIDDELLS CREEK
11295224,PVC,RIDDELLS CREEK,150,0.016495205,4,1,20030101,1,1,RIDDELLS CREEK
11295226,PVC,RIDDELLS CREEK,150,0.017637225,4,1,20030101,1,1,RIDDELLS CREEK
11295228,PVC,RIDDELLS CREEK,150,0.055658697,4,1,20030101,1,1,RIDDELLS CREEK
11078717,AC,DIGGERS REST,150,0.048199991,4,1,19750101,1,1,DIGGERS REST
11078718,AC,DIGGERS REST,150,0.03697993,4,1,19750101,1,1,DIGGERS REST
11295232,PVC,RIDDELLS CREEK,150,0.0005,4,1,20030101,1,1,RIDDELLS CREEK
11295080,PVC,RIDDELLS CREEK,150,0.017363043,4,1,20030101,1,1,RIDDELLS CREEK
11295082,PVC,RIDDELLS CREEK,150,0.017985367,4,1,20030101,1,1,RIDDELLS CREEK
11295088,PVC,RIDDELLS CREEK,150,0.003800782,4,1,20030101,1,1,RIDDELLS CREEK
11295090,PVC,RIDDELLS CREEK,150,0.013033214,4,1,20030101,1,1,RIDDELLS CREEK
11295092,PVC,RIDDELLS CREEK,150,0.014723508,4,1,20030101,1,1,RIDDELLS CREEK
11295094,PVC,RIDDELLS CREEK,150,0.007954387,4,1,20030101,1,1,RIDDELLS CREEK
11295096,PVC,RIDDELLS CREEK,150,0.000775147,4,1,20030101,1,1,RIDDELLS CREEK
11295099,PVC,RIDDELLS CREEK,150,0.000629098,4,1,20030101,1,1,RIDDELLS CREEK
10102052,CICL,SUNBURY,150,0.012716561999999999,4,1,19780101,1,1,SUNBURY
10102054,PVC,SUNBURY,150,0.029450257,4,1,19780101,1,1,SUNBURY
10102066,CICL,SUNBURY,150,0.012179656,4,1,19780101,1,1,SUNBURY
10102068,PVC,SUNBURY,150,0.030779200000000003,4,1,19780101,1,1,SUNBURY
10102070,PVC,SUNBURY,150,0.027937371000000003,4,1,19780101,1,1,SUNBURY
10102072,CICL,SUNBURY,150,0.011517288999999998,4,1,19780101,1,1,SUNBURY
10102118,PVC,SUNBURY,150,0.013689014,4,1,19780101,1,1,SUNBURY
10102120,PVC,SUNBURY,150,0.024233262000000002,4,1,19780101,1,1,SUNBURY
10102122,CICL,SUNBURY,150,0.011948746000000001,4,1,19780101,1,1,SUNBURY
10102124,PVC,SUNBURY,150,0.072599841,4,1,19780101,1,1,SUNBURY
10102126,CICL,SUNBURY,150,0.010847023999999999,4,1,19780101,1,1,SUNBURY
10102129,PVC,SUNBURY,150,0.006095599,4,1,19780101,1,1,SUNBURY
11519277,DICL,MELTON WEST,150,0.0013193229999999999,4,1,20041201,1,1,MELTON WEST
11365816,PVC,MELTON WEST,150,0.045724605,4,1,20040909,1,1,MELTON WEST
11365818,PVC,MELTON WEST,150,0.017159915,4,1,20040909,1,1,MELTON WEST
11365820,PVC,MELTON WEST,150,0.06369651900000001,4,1,20040909,1,1,MELTON WEST
11365832,DICL,MELTON WEST,150,0.016522461000000002,4,1,20040909,1,1,MELTON WEST
11365833,PVC,MELTON WEST,150,0.03325582,4,1,20040909,1,1,MELTON WEST
11365835,PVC,MELTON WEST,150,0.003713959,4,1,20040909,1,1,MELTON WEST
11365837,PVC,MELTON WEST,150,0.037698987999999996,4,1,20040909,1,1,MELTON WEST
11539668,AC,BACCHUS MARSH,150,0.049121806,4,1,19760101,1,1,BACCHUS MARSH
11541491,PVC,MELTON WEST,150,0.083237465,4,1,20050608,1,1,MELTON WEST
11541493,PVC,MELTON WEST,150,0.029882312,4,1,20050608,1,1,MELTON WEST
350538,PVC,ROMSEY,150,0.01309634,4,1,19800101,1,1,ROMSEY
23798111,PVC,DARLEY,100,0.125428009,4,1,20151001,1,1,DARLEY
350541,PVC,ROMSEY,150,0.085949242,4,1,19800101,1,1,ROMSEY
350542,PVC,ROMSEY,150,0.122374665,4,1,19800101,1,1,ROMSEY
350545,PVC,ROMSEY,150,0.00140246,4,1,19800101,1,1,ROMSEY
350520,PVC,ROMSEY,150,0.05275345,4,1,19840101,1,1,ROMSEY
350608,AC,ROMSEY,150,0.032694489,4,1,19820101,1,1,ROMSEY
350544,PVC,ROMSEY,150,0.015552813,4,1,19800101,1,1,ROMSEY
23797883,PVC,ROMSEY,150,0.010062743,4,1,19800101,1,1,ROMSEY
23797884,PVC,ROMSEY,150,0.047352672,4,1,19800101,1,1,ROMSEY
23798110,PVC,DARLEY,100,0.029769873999999998,4,1,20151001,1,1,DARLEY
349851,PVC,GISBORNE,150,0.017082457,4,1,19680101,1,1,GISBORNE
349853,AC,GISBORNE,150,0.05461319,4,1,19740101,1,1,GISBORNE
349854,AC,GISBORNE,150,0.098004726,4,1,19740101,1,1,GISBORNE
349855,AC,GISBORNE,150,0.009627577,4,1,19680101,1,1,GISBORNE
349857,AC,GISBORNE,150,0.00380093,4,1,19680101,1,1,GISBORNE
349859,AC,GISBORNE,150,0.034920254,4,1,19680101,1,1,GISBORNE
349860,PVC,GISBORNE,150,0.002520507,4,1,19750101,1,1,GISBORNE
349867,PVC,GISBORNE,150,0.012923308,4,1,19860101,1,1,GISBORNE
349868,MSCL,GISBORNE,150,0.035389871,4,1,19860101,1,1,GISBORNE
349869,PVC,GISBORNE,150,0.010682354,4,1,19860101,1,1,GISBORNE
349871,PVC,GISBORNE,150,0.07181438,4,1,19860101,1,1,GISBORNE
349872,PVC,GISBORNE,150,0.003940256,4,1,19860101,1,1,GISBORNE
349874,DICL,GISBORNE,150,0.022000127999999997,4,1,19860101,1,1,GISBORNE
349877,PVC,GISBORNE,150,0.06791779,4,1,19860101,1,1,GISBORNE
349878,PVC,GISBORNE,150,0.001117365,4,1,19860101,1,1,GISBORNE
349879,PVC,GISBORNE,150,0.002234724,4,1,19860101,1,1,GISBORNE
351072,PVC,DARLEY,150,0.045521624000000004,4,1,19900101,1,1,DARLEY
2779139,PVC,DARLEY,150,0.000500004,4,1,19980101,1,1,DARLEY
2779140,DICL,DARLEY,150,0.015500123000000001,4,1,19980101,1,1,DARLEY
2779142,PVC,DARLEY,150,0.083672824,4,1,19980101,1,1,DARLEY
2779144,PVC,DARLEY,150,0.005899955,4,1,19980101,1,1,DARLEY
2779146,PVC,DARLEY,150,0.072225052,4,1,19980101,1,1,DARLEY
351037,PVC,DARLEY,150,0.17329339300000002,4,1,19860101,1,1,DARLEY
350348,DICL,SUNBURY,150,0.014514804,4,1,19980101,1,1,SUNBURY
350350,DICL,SUNBURY,150,0.015700029,4,1,19980101,1,1,SUNBURY
350340,PVC,SUNBURY,150,0.000800001,4,1,19980101,1,1,SUNBURY
350349,DICL,SUNBURY,150,0.001465854,4,1,19980101,1,1,SUNBURY
350351,DICL,SUNBURY,150,0.010453383,4,1,19980101,1,1,SUNBURY
350354,DICL,SUNBURY,150,0.012900102,4,1,19970101,1,1,SUNBURY
350339,PVC,SUNBURY,150,0.073226841,4,1,19980101,1,1,SUNBURY
350343,PVC,SUNBURY,150,0.029830178,4,1,19980101,1,1,SUNBURY
350353,PVC,SUNBURY,150,0.016671866,4,1,19970101,1,1,SUNBURY
350355,PVC,MELTON,150,0.008256156,4,1,19980101,1,1,MELTON
350356,PVC,MELTON,150,0.017811248999999998,4,1,19980101,1,1,MELTON
350358,PVC,KURUNJANG,150,0.05938747,4,1,19980101,1,1,KURUNJANG
350359,PVC,KURUNJANG,150,0.119856739,4,1,19980101,1,1,KURUNJANG
350360,PVC,KURUNJANG,150,0.095034063,4,1,19980101,1,1,KURUNJANG
350361,PVC,KURUNJANG,150,0.001,4,1,19980101,1,1,KURUNJANG
350372,PVC,NEW GISBORNE,150,0.046414652,4,1,19950101,1,1,NEW GISBORNE
350373,PVC,NEW GISBORNE,150,0.006569371,4,1,19950101,1,1,NEW GISBORNE
350374,PVC,NEW GISBORNE,150,0.002800022,4,1,19950101,1,1,NEW GISBORNE
11071814,PVC,KURUNJANG,150,0.03330292,4,1,19890101,1,1,KURUNJANG
11019339,AC,MELTON WEST,150,0.009040448000000001,4,1,19730101,1,1,MELTON WEST
11035675,AC,MELTON WEST,150,0.012378413999999999,4,1,19690101,1,1,MELTON WEST
11035676,AC,MELTON WEST,150,0.032718532,4,1,19690101,1,1,MELTON WEST
11128625,AC,MELTON,150,0.016888613,4,1,19640101,1,1,MELTON
11128626,AC,MELTON,150,0.003922999999999999,4,1,19640101,1,1,MELTON
11128627,AC,MELTON,150,0.01844983,4,1,19640101,1,1,MELTON
11128630,AC,MELTON,150,0.001259746,4,1,19690101,1,1,MELTON
11128636,AC,MELTON,150,0.209196297,4,1,19690101,1,1,MELTON
11128644,AC,MELTON,150,0.004931292,4,1,19640101,1,1,MELTON
11128647,AC,MELTON,150,0.004178016,4,1,19640101,1,1,MELTON
11128651,AC,MELTON,150,0.071373181,4,1,19640101,1,1,MELTON
11128652,AC,MELTON,150,0.00464166,4,1,19640101,1,1,MELTON
11128653,AC,MELTON,150,0.017229459,4,1,19700101,1,1,MELTON
11128662,AC,MELTON,150,0.002695934,4,1,19640101,1,1,MELTON
11128664,AC,MELTON,150,0.007871831,4,1,19640101,1,1,MELTON
11530238,AC,MELTON WEST,150,0.047104557000000005,4,1,19730101,1,1,MELTON WEST
11530244,AC,MELTON WEST,150,0.012070593000000001,4,1,19730101,1,1,MELTON WEST
2817784,PVC,WOODEND,200,0.0033493959999999997,4,1,19810101,1,1,WOODEND
2817788,AC,WOODEND,200,0.029956713,4,1,19570101,1,1,WOODEND
2817794,AC,WOODEND,200,0.10531998,4,1,19570101,1,1,WOODEND
2817796,AC,WOODEND,200,0.110872543,4,1,19570101,1,1,WOODEND
2817555,AC,WOODEND,200,0.036198157,3,1,19570101,1,1,WOODEND
2817588,AC,WOODEND,200,0.00263876,4,1,19800101,1,1,WOODEND
2817681,AC,WOODEND,200,0.008275876,4,1,19800101,1,1,WOODEND
2817685,AC,WOODEND,200,0.0019809420000000003,4,1,19800101,1,1,WOODEND
2817689,AC,WOODEND,200,0.06178184900000001,4,1,19800101,1,1,WOODEND
2817693,AC,WOODEND,200,0.008829795,4,1,19800101,1,1,WOODEND
11114057,AC,MELTON,150,0.036335788,4,1,19690101,1,1,MELTON
11114058,AC,MELTON,150,0.032137332000000005,4,1,19690101,1,1,MELTON
11114059,AC,MELTON,150,0.0053078959999999994,4,1,19690101,1,1,MELTON
11114061,AC,MELTON,150,0.063626002,4,1,19690101,1,1,MELTON
11114064,AC,MELTON,150,0.055381982999999996,4,1,19690101,1,1,MELTON
11114068,AC,MELTON,150,0.067377422,4,1,19690101,1,1,MELTON
11116180,AC,MELTON,150,0.043756197999999996,4,1,19690101,1,1,MELTON
11116181,AC,MELTON,150,0.11314852,4,1,19690101,1,1,MELTON
11116182,AC,MELTON,150,0.004841184,4,1,19690101,1,1,MELTON
11116184,AC,MELTON,150,0.047555932,4,1,19690101,1,1,MELTON
11116185,AC,MELTON,150,0.087267593,4,1,19690101,1,1,MELTON
11116192,AC,MELTON,150,0.024948991,4,1,19690101,1,1,MELTON
11116198,AC,MELTON,150,0.11359254099999999,4,1,19690101,1,1,MELTON
11116199,AC,MELTON,150,0.079814318,4,1,19690101,1,1,MELTON
11116206,AC,MELTON,150,0.095259507,4,1,19700101,1,1,MELTON
11116209,AC,MELTON,150,0.035686141,4,1,19700101,1,1,MELTON
349880,DICL,GISBORNE,150,0.041918722,4,1,19920101,1,1,GISBORNE
349881,PVC,GISBORNE,150,0.001117365,4,1,19920101,1,1,GISBORNE
349882,PVC,GISBORNE,150,0.1666503,4,1,19920101,1,1,GISBORNE
349883,PVC,GISBORNE,150,0.01062851,4,1,19920101,1,1,GISBORNE
349884,PVC,GISBORNE,150,0.003105588,4,1,19920101,1,1,GISBORNE
349888,AC,GISBORNE,150,0.008602980999999999,4,1,19550101,1,1,GISBORNE
349890,AC,GISBORNE,150,0.020009537,4,1,19550101,1,1,GISBORNE
349891,AC,GISBORNE,150,0.095797019,4,1,19550101,1,1,GISBORNE
349892,AC,GISBORNE,150,0.09207500199999999,4,1,19720101,1,1,GISBORNE
349895,PVC,GISBORNE,150,0.000608361,4,1,19920101,1,1,GISBORNE
349900,PVC,GISBORNE,150,0.10502443,4,1,19920101,1,1,GISBORNE
349910,AC,GISBORNE,150,0.000525184,4,1,19550101,1,1,GISBORNE
349911,CICL,GISBORNE,150,0.00046285300000000005,4,1,19550101,1,1,GISBORNE
349912,PVC,GISBORNE,150,0.0005000159999999999,4,1,19920101,1,1,GISBORNE
352060,PVC,BACCHUS MARSH,150,0.002187063,4,1,19900101,1,1,BACCHUS MARSH
352061,PVC,BACCHUS MARSH,150,0.002204873,4,1,19900101,1,1,BACCHUS MARSH
352064,AC,BACCHUS MARSH,150,0.004830933,4,1,19760101,1,1,BACCHUS MARSH
352072,AC,BACCHUS MARSH,150,0.0009816830000000001,4,1,19760101,1,1,BACCHUS MARSH
352098,AC,BACCHUS MARSH,150,0.029749085,4,1,19790101,1,1,BACCHUS MARSH
352099,AC,BACCHUS MARSH,150,0.003019482,4,1,19790101,1,1,BACCHUS MARSH
352107,AC,BACCHUS MARSH,150,0.001594924,4,1,19790101,1,1,BACCHUS MARSH
352083,AC,BACCHUS MARSH,150,0.0009096810000000001,4,1,19760101,1,1,BACCHUS MARSH
352194,PVC,BACCHUS MARSH,150,0.053415435,4,1,19900101,1,1,BACCHUS MARSH
352095,AC,BACCHUS MARSH,150,0.064399944,4,1,19790101,1,1,BACCHUS MARSH
352097,AC,BACCHUS MARSH,150,0.007488572,4,1,19790101,1,1,BACCHUS MARSH
350375,DICL,NEW GISBORNE,150,0.016134041000000002,4,1,19950101,1,1,NEW GISBORNE
350376,PVC,NEW GISBORNE,150,0.008830505,4,1,19950101,1,1,NEW GISBORNE
2779067,DICL,SUNBURY,150,0.011385113999999998,4,1,19980101,1,1,SUNBURY
2777518,PVC,SUNBURY,150,0.09221293400000001,4,1,20000101,1,1,SUNBURY
2776026,PVC,SUNBURY,150,0.058390535,4,1,20000101,1,1,SUNBURY
2776027,DICL,SUNBURY,150,0.017305546,4,1,20000101,1,1,SUNBURY
2777794,DICL,SUNBURY,150,0.042627109,4,1,20000101,1,1,SUNBURY
2785571,DICL,MOUNT MACEDON,150,0.00815203,4,1,20000101,1,1,MOUNT MACEDON
2785573,DICL,MOUNT MACEDON,150,0.003500022,4,1,20000101,1,1,MOUNT MACEDON
2785575,DICL,MOUNT MACEDON,150,0.002000036,4,1,20000101,1,1,MOUNT MACEDON
2785577,DICL,MOUNT MACEDON,150,0.0065000940000000005,4,1,20000101,1,1,MOUNT MACEDON
2785579,DICL,MOUNT MACEDON,150,0.002000036,4,1,20000101,1,1,MOUNT MACEDON
2785581,DICL,MOUNT MACEDON,150,0.1819676,4,1,20000101,1,1,MOUNT MACEDON
2785583,DICL,MOUNT MACEDON,150,0.005372966,4,1,20000101,1,1,MOUNT MACEDON
2785585,DICL,MOUNT MACEDON,150,0.092604735,4,1,20000101,1,1,MOUNT MACEDON
351067,PVC,DARLEY,150,0.160205428,4,1,19870101,1,1,DARLEY
351053,PVC,DARLEY,150,0.001160858,4,1,19880101,1,1,DARLEY
2826133,CICL,MOUNT MACEDON,200,0.070001078,4,1,19680101,1,1,MOUNT MACEDON
2826139,CICL,MOUNT MACEDON,200,0.085001274,4,1,19680101,1,1,MOUNT MACEDON
2826123,CICL,MOUNT MACEDON,200,0.122001897,4,1,19680101,1,1,MOUNT MACEDON
2826127,CICL,MOUNT MACEDON,200,0.002839342,4,1,19680101,1,1,MOUNT MACEDON
2826131,CICL,MOUNT MACEDON,200,0.040000596,4,1,19680101,1,1,MOUNT MACEDON
2826135,CICL,MOUNT MACEDON,200,0.084001232,4,1,19680101,1,1,MOUNT MACEDON
2826137,CICL,MOUNT MACEDON,200,0.0033674340000000003,4,1,19680101,1,1,MOUNT MACEDON
2826246,DICL,MOUNT MACEDON,200,0.04361479099999999,4,1,19680101,1,1,MOUNT MACEDON
2826244,DICL,MOUNT MACEDON,200,0.047918898,4,1,19680101,1,1,MOUNT MACEDON
11071815,PVC,KURUNJANG,150,0.008661814,4,1,19890101,1,1,KURUNJANG
11071820,PVC,KURUNJANG,150,0.129254481,4,1,19890101,1,1,KURUNJANG
11073851,PVC,KURUNJANG,150,0.013138911000000001,4,1,19870101,1,1,KURUNJANG
11073852,PVC,KURUNJANG,150,0.019534438,4,1,19880101,1,1,KURUNJANG
11073854,PVC,KURUNJANG,150,0.060353609,4,1,19870101,1,1,KURUNJANG
11073855,PVC,KURUNJANG,150,0.010221114,4,1,19890101,1,1,KURUNJANG
354015,AC,MELTON WEST,150,0.018798961,4,1,19690101,1,1,MELTON WEST
354024,AC,MELTON WEST,150,0.003397503,4,1,19690101,1,1,MELTON WEST
354117,AC,MELTON WEST,150,0.010447895,4,1,19730101,1,1,MELTON WEST
11021386,AC,MELTON WEST,150,0.017520888999999998,4,1,19730101,1,1,MELTON WEST
11562993,AC,BACCHUS MARSH,150,0.0017272320000000002,4,1,19690101,1,1,BACCHUS MARSH
11566306,DICL,NEW GISBORNE,150,0.022797513999999998,4,1,20040526,1,1,NEW GISBORNE
11566308,DICL,NEW GISBORNE,150,0.007199659000000001,4,1,20040526,1,1,NEW GISBORNE
11566310,PVC,NEW GISBORNE,150,0.04465306,4,1,20040526,1,1,NEW GISBORNE
11566312,DICL,NEW GISBORNE,150,0.009152864,4,1,20040526,1,1,NEW GISBORNE
11566314,PVC,NEW GISBORNE,150,0.090248996,4,1,19980101,1,1,NEW GISBORNE
11533605,CI,MELTON SOUTH,150,0.016500215,4,1,19690101,1,1,MELTON SOUTH
11533613,AC,MELTON SOUTH,150,0.008664698,4,1,19750101,1,1,MELTON SOUTH
11533614,AC,MELTON SOUTH,150,0.105016569,4,1,19690101,1,1,MELTON SOUTH
11533615,AC,MELTON SOUTH,150,0.082850485,4,1,19690101,1,1,MELTON SOUTH
2785587,DICL,MOUNT MACEDON,150,0.006785669,4,1,20000101,1,1,MOUNT MACEDON
2785589,DICL,MOUNT MACEDON,150,0.031208721000000002,4,1,20000101,1,1,MOUNT MACEDON
2769184,AC,MACEDON,150,0.079108574,4,1,19600101,1,1,MACEDON
2769186,AC,MACEDON,150,0.02838964,4,1,19600101,1,1,MACEDON
2769194,AC,MACEDON,150,0.06774550900000001,4,1,19600101,1,1,MACEDON
11530264,AC,MELTON WEST,150,0.070398377,4,1,19690101,1,1,MELTON WEST
11570330,DICL,WOODEND,150,0.0038296429999999998,4,1,20060331,1,1,WOODEND
11570332,DICL,WOODEND,150,0.028956142,4,1,20060331,1,1,WOODEND
11561398,PVC,MELTON WEST,150,0.002095808,4,1,20051109,1,1,MELTON WEST
11561400,PVC,MELTON WEST,150,0.038522961,4,1,20051109,1,1,MELTON WEST
11561402,PVC,MELTON WEST,150,0.0067243269999999996,4,1,20051109,1,1,MELTON WEST
11561404,PVC,MELTON WEST,150,0.008338439,4,1,20051109,1,1,MELTON WEST
11561406,PVC,MELTON WEST,150,0.00274745,4,1,20051109,1,1,MELTON WEST
11561408,PVC,MELTON WEST,150,0.010511825,4,1,20051109,1,1,MELTON WEST
11561460,DICL,MELTON WEST,150,0.0032233440000000004,4,1,20051109,1,1,MELTON WEST
11561462,DICL,MELTON WEST,150,0.019398635,4,1,20051109,1,1,MELTON WEST
11561464,PVC,MELTON WEST,150,0.015644961000000002,4,1,20051109,1,1,MELTON WEST
11561465,PVC,MELTON WEST,150,0.0059091180000000005,4,1,20051109,1,1,MELTON WEST
11561929,PVC,MELTON,150,0.02280899,4,1,20050419,1,1,MELTON
11561930,PVC,MELTON,150,0.00949995,4,1,20050419,1,1,MELTON
11073858,PVC,KURUNJANG,150,0.029371267000000003,4,1,19890101,1,1,KURUNJANG
11073862,PVC,KURUNJANG,150,0.031752468,4,1,19890101,1,1,KURUNJANG
11073865,PVC,KURUNJANG,150,0.032317839,4,1,19890101,1,1,KURUNJANG
2782951,PVC,KURUNJANG,150,0.016500068,4,1,20000101,1,1,KURUNJANG
11554936,PVC,MELTON,150,0.002443856,4,1,20050909,1,1,MELTON
11554937,DICL,MELTON,150,0.014331306,4,1,20050909,1,1,MELTON
11554950,PVC,MELTON,150,0.006078378000000001,4,1,20050909,1,1,MELTON
11554952,PVC,MELTON,150,0.002649329,4,1,20050909,1,1,MELTON
11551262,PVC,DIGGERS REST,150,0.040023411,4,1,20050706,1,1,DIGGERS REST
11551266,PVC,DIGGERS REST,150,0.09034307400000001,4,1,20050706,1,1,DIGGERS REST
11551268,PVC,DIGGERS REST,150,0.10602921,4,1,20050706,1,1,DIGGERS REST
11551270,PVC,DIGGERS REST,150,0.12409315900000001,4,1,20050706,1,1,DIGGERS REST
11551272,PVC,DIGGERS REST,150,0.001130003,4,1,20050706,1,1,DIGGERS REST
11551275,PVC,DIGGERS REST,150,0.091757222,4,1,20050706,1,1,DIGGERS REST
11551278,PVC,DIGGERS REST,150,0.10512378,4,1,20050706,1,1,DIGGERS REST
11551281,PVC,DIGGERS REST,150,0.2074317,4,1,20050706,1,1,DIGGERS REST
11551283,PVC,DIGGERS REST,150,0.092884422,4,1,20050706,1,1,DIGGERS REST
11551285,PVC,DIGGERS REST,150,0.00131403,4,1,20050706,1,1,DIGGERS REST
11551287,PVC,DIGGERS REST,150,0.13765519199999998,4,1,20050706,1,1,DIGGERS REST
11551293,PVC,DIGGERS REST,150,0.014314531,4,1,20050706,1,1,DIGGERS REST
11551295,PVC,DIGGERS REST,150,0.0012764060000000001,4,1,20050706,1,1,DIGGERS REST
11551297,PVC,DIGGERS REST,150,0.015219218,4,1,20050706,1,1,DIGGERS REST
11551299,PVC,DIGGERS REST,150,0.143143206,4,1,20050706,1,1,DIGGERS REST
11551303,PVC,DIGGERS REST,150,0.12928481,4,1,20050706,1,1,DIGGERS REST
2817768,PVC,WOODEND,200,0.00101432,4,1,19810101,1,1,WOODEND
11533617,AC,MELTON SOUTH,150,0.035879878,4,1,19690101,1,1,MELTON SOUTH
11558118,OTHER,MACEDON,150,0.004951142,4,1,19990101,1,1,MACEDON
11558136,OTHER,MACEDON,150,0.002909927,4,1,19990101,1,1,MACEDON
11558361,PVC,LANCEFIELD,150,0.5311074689999999,4,1,19890101,1,1,LANCEFIELD
355334,AC,MELTON,150,0.070862025,4,1,19700101,1,1,MELTON
355341,AC,MELTON,150,0.030177744,4,1,19700101,1,1,MELTON
355343,AC,MELTON,150,0.027659692000000003,4,1,19830101,1,1,MELTON
355344,AC,MELTON,150,0.003442667,4,1,19830101,1,1,MELTON
355346,AC,MELTON,150,0.061108897999999995,4,1,19700101,1,1,MELTON
11091425,AC,MELTON,150,0.005103798,4,1,19690101,1,1,MELTON
11111938,AC,MELTON,150,0.002835914,4,1,19700101,1,1,MELTON
11111939,AC,MELTON,150,0.143359462,4,1,19700101,1,1,MELTON
11111942,AC,MELTON,150,0.005723435,4,1,19700101,1,1,MELTON
11111943,AC,MELTON,150,0.090338091,4,1,19700101,1,1,MELTON
11114007,AC,MELTON,150,0.05989251599999999,4,1,19690101,1,1,MELTON
11114008,AC,MELTON,150,0.029381905,4,1,19690101,1,1,MELTON
11114009,AC,MELTON,150,0.020697976,4,1,19690101,1,1,MELTON
11114010,AC,MELTON,150,0.071989805,4,1,19690101,1,1,MELTON
11114013,AC,MELTON,150,0.017523467,4,1,19690101,1,1,MELTON
11114014,AC,MELTON,150,0.07149189,4,1,19690101,1,1,MELTON
11114033,AC,MELTON,150,0.004977282,4,1,19690101,1,1,MELTON
11114044,AC,MELTON,150,0.022828772,4,1,19690101,1,1,MELTON
11114045,AC,MELTON,150,0.032689393,4,1,19690101,1,1,MELTON
11114047,AC,MELTON,150,0.027256829,4,1,19690101,1,1,MELTON
11114048,AC,MELTON,150,0.003468052,4,1,19690101,1,1,MELTON
11114049,AC,MELTON,150,0.11873452599999999,4,1,19690101,1,1,MELTON
11561932,DICL,MELTON,150,0.011000000000000001,4,1,20050419,1,1,MELTON
11561940,PVC,MELTON,150,0.0011941010000000001,4,1,20050419,1,1,MELTON
11561941,PVC,MELTON,150,0.000609902,4,1,20050419,1,1,MELTON
11561943,PVC,MELTON,150,0.002598891,4,1,20050419,1,1,MELTON
11561950,DICL,MELTON,150,0.016500223999999997,4,1,20050419,1,1,MELTON
11561951,PVC,MELTON,150,0.000938905,4,1,20050419,1,1,MELTON
11561952,PVC,MELTON,150,0.001163716,4,1,20050419,1,1,MELTON
11561960,PVC,MELTON,150,0.050970653,4,1,19720101,1,1,MELTON
11116211,AC,MELTON,150,0.040821342999999996,4,1,19700101,1,1,MELTON
11116226,AC,MELTON,150,0.041585707,4,1,19690101,1,1,MELTON
11116228,AC,MELTON,150,0.100743855,4,1,19700101,1,1,MELTON
11116234,AC,MELTON,150,0.076204991,4,1,19700101,1,1,MELTON
11116235,AC,MELTON,150,0.08741286,4,1,19700101,1,1,MELTON
11116246,AC,MELTON,150,0.155693442,4,1,19690101,1,1,MELTON
11116250,AC,MELTON,150,0.029022229,4,1,19690101,1,1,MELTON
11128683,AC,MELTON,150,0.044310638,4,1,19640101,1,1,MELTON
11128688,AC,MELTON,150,0.01863966,4,1,19640101,1,1,MELTON
11128690,AC,MELTON,150,0.080075391,4,1,19640101,1,1,MELTON
11128694,AC,MELTON,150,0.09170991099999999,4,1,19640101,1,1,MELTON
11062841,PVC,MELTON WEST,150,0.007793549,4,1,19890101,1,1,MELTON WEST
2817770,PVC,WOODEND,200,0.022817307000000002,4,1,19810101,1,1,WOODEND
2817780,AC,WOODEND,200,0.003336557,4,1,19570101,1,1,WOODEND
2817790,AC,WOODEND,200,0.08522782599999999,4,1,19570101,1,1,WOODEND
2817806,AC,WOODEND,200,0.048982912999999996,4,1,19570101,1,1,WOODEND
10147899,AC,MELTON SOUTH,200,0.0017497889999999999,4,1,19750101,1,1,MELTON SOUTH
2819092,AC,WOODEND,200,0.07430065400000001,4,1,19710101,1,1,WOODEND
2819098,AC,WOODEND,200,0.077888421,4,1,19820101,1,1,WOODEND
2819094,AC,WOODEND,200,0.004347979,4,1,19820101,1,1,WOODEND
350425,PVC,GISBORNE,150,0.11542895800000001,4,1,19950101,1,1,GISBORNE
350426,DICL,SUNBURY,150,0.009200032,4,1,19980101,1,1,SUNBURY
350427,DICL,SUNBURY,150,0.0005000019999999999,4,1,19980101,1,1,SUNBURY
350428,PVC,SUNBURY,150,0.069258285,4,1,19980101,1,1,SUNBURY
350429,PVC,BROOKFIELD,150,0.0069000369999999995,4,1,19980101,1,1,BROOKFIELD
350431,PVC,BROOKFIELD,150,0.000700004,4,1,19980101,1,1,BROOKFIELD
350432,PVC,BROOKFIELD,150,0.0034000209999999996,4,1,19980101,1,1,BROOKFIELD
350433,PVC,BROOKFIELD,150,0.025029429,4,1,19980101,1,1,BROOKFIELD
350438,PVC,BROOKFIELD,150,0.050451154000000005,4,1,19980101,1,1,BROOKFIELD
350439,PVC,ROMSEY,150,0.012844353000000001,4,1,19860101,1,1,ROMSEY
350440,PVC,ROMSEY,150,0.001915749,4,1,19860101,1,1,ROMSEY
350443,PVC,ROMSEY,150,0.000636627,4,1,19860101,1,1,ROMSEY
350444,PVC,ROMSEY,150,0.002202417,4,1,19860101,1,1,ROMSEY
350445,PVC,ROMSEY,150,0.000444699,4,1,19860101,1,1,ROMSEY
